91.2140340079,91.3400240858,91.4494395828,91.5805656239,91.6733330909,91.7333091085,91.7442096265,91.9075622569,92.0271699011,92.0489000477
46.0,46.0651712251,46.076024134,46.1302503787,46.5080638169,47.0531614241,47.0744091838,47.1168759576,47.3603209449,47.4552420708
169.221748011,169.251292462,169.313319027,169.316272106,169.372370828,169.416646172,169.434353069,169.440254957,169.44615664,169.516960803
36.7831483155,36.8103246386,37.1348892553,37.2021504755,37.3630833845,38.1182371051,38.1968585096,38.275318418,38.6393581727,38.7298334621
129.599382715,132.563192478,132.604675634,132.751647824,132.800602408,133.334166664,133.54400024,133.592664469,133.790881603,134.082064423
106.915854764,106.95326082,107.060730429,107.065400574,107.144761888,107.261363034,107.391806019,107.401117313,107.456968131,107.517440446
24.0,24.0416305603,24.474476501,24.4948974278,24.8797106092,25.9229627936,25.9615099715,26.2297540972,26.3248931622,26.4196896272
420.956054714,421.316982805,421.321729798,421.331223623,421.331223623,421.356143897,421.362077079,421.369196786,421.373943191,421.376316373
29.1376045687,29.5127091267,29.5465734054,29.5634909982,29.8328677804,30.3150127824,30.8220700148,31.0,31.1126983722,31.2569992162
53.7028863284,53.7401153702,53.9629502529,54.0092584656,54.1202365109,54.5527267879,54.6991773247,54.753995288,54.9545266561,55.0726792521
45.912961133,46.1085675336,46.1735855225,46.357307946,46.4435140789,47.0319040652,47.1593044902,47.3708771293,47.4657771452,47.539457296
82.6317130405,83.0963296422,83.2346081867,83.8212383588,83.8629834909,83.8927887247,84.0,84.1367933784,84.403791384,84.4274836768
51.8748493974,51.9133894097,52.1344415909,52.163205423,52.3067873225,52.8299157675,52.8299157675,53.0377224247,53.0942558098,53.1695401522
35.9861084309,36.1801050303,36.3180395947,36.551333765,36.633318168,37.483329628,37.563279942,37.8021163429,37.947331922,38.0131556175
59.7745765355,59.8247440446,59.908263203,60.0832755432,60.1165534608,60.605280298,60.6217782649,60.695963622,60.7536007163,60.8851377596
167.54999254,167.946420027,168.214149227,168.231982691,168.531896091,168.561561455,168.606049714,168.617911267,168.653490921,168.686099012
257.866244398,258.72765604,258.791421805,258.860966544,258.889938005,258.895731908,259.013513161,259.055978507,259.082998284,259.100366654
403.441445566,403.764783011,403.943065295,403.949254239,403.952967559,403.955443087,403.959156351,403.967820501,403.967820501,403.970295938
81.3510909577,81.3941029805,81.4002456999,81.4002456999,81.6516993087,81.7435012707,81.9390017025,81.9878039711,82.091412462,82.1827232452
36.9729630947,37.0540146273,37.322915213,37.3630833845,37.3764631821,37.3898381917,37.6031913539,37.907782842,37.9868398264,38.3275357935
53.6376733276,53.6935750346,53.6935750346,53.9258750509,54.0740233384,54.4518135602,54.7357287336,54.8178802947,54.8178802947,54.9454274713
36.2215405525,36.2491379208,36.5786823163,36.6469644036,36.8103246386,37.5233260786,37.7359245282,37.8153408024,38.1051177665,38.1837661841
87.9886356298,91.6460582895,92.5958962374,92.8170243005,92.8547252433,92.8924108849,93.0215028905,93.1128347759,93.3113069247,93.3327380933
115.20850663,115.212846506,115.269250019,115.329961415,115.52056094,115.633040261,115.689238912,115.702203955,115.706525313,115.706525313
119.100797646,120.320405584,120.995867698,121.136286884,121.181681784,123.292335528,124.318140269,124.406591465,124.430703606,124.815864376
228.554151133,229.168060602,229.226961765,229.366518917,229.366518917,229.427548477,229.460236207,229.490740554,229.519062389,229.54302429
61.6522505672,61.7737808459,62.0886463051,62.2816184761,62.4179461373,62.6657801356,62.6657801356,62.7773844629,62.8092349898,62.8092349898
734.514125119,735.050338412,742.308561179,742.489057158,743.174272967,746.192334455,747.773361387,749.255630609,750.511159144,751.343463404
86.3017960416,86.3597128295,86.4754300365,86.4812118324,86.5967666833,86.8446889568,86.9137503506,87.0057469366,87.0114934937,87.040220588
1173.20245482,1188.90706113,1195.98745813,1219.38837127,1235.40681559,1235.81875694,1235.85355119,1236.08211701,1240.5946155,1241.85506401
49.8497743225,49.9699909946,50.0299910054,50.2593274925,50.2792203599,50.764160586,50.9018663705,50.9705797495,51.1370707022,51.2835256198
182.463695019,182.493835512,182.507534091,182.556840463,182.573272962,182.619823677,182.644463371,182.66636253,182.704679743,182.726571686
264.820694055,278.980286042,330.918418949,331.568997344,345.169523568,348.716217002,349.422380508,350.528172905,352.107937996,352.655639399
31.8904374382,31.8904374382,32.2645316098,32.3728281125,32.5269119346,33.4215499341,33.8673884438,33.9263909074,34.0881210981,34.2490875791
96.6953980291,96.938124595,97.0412283517,97.1287804927,97.1442226795,97.2779522811,97.3190628808,97.4012320251,97.4422906135,97.4833319086
97.9846926821,98.7825895591,98.8129546163,98.818014552,98.9343216483,99.0201999594,99.1665266105,99.2773891679,99.287461444,99.2975326985
56.9912273951,61.1964051232,69.1158447825,69.2026011072,69.2892488053,69.3397432934,69.3757882838,69.4982014156,69.5557330491,69.7782200977
60.0666296707,63.5373905665,64.1014820421,64.8613906727,64.8690989609,65.1383143779,65.2150289427,65.4064217031,65.4751861395,65.5133574166
71.7774337797,71.9235705454,72.1872564931,72.2910782877,72.4085630295,72.5120679611,72.7392603757,73.3212111193,73.3416661932,73.4166193719
69.2387174925,69.3685807841,69.4118145563,69.5341642648,69.5916661677,69.8999284692,70.0142842569,70.0999286733,70.1141925718,70.2281994643
